Ranked Venues - Walmart / Tennessee - Total - Sep 01, 2021 - Aug 31, 2022
Rank,Name,Store ID,Total Visits,lat,lng
1,"Walmart / 1414 Parkway, Sevierville, TN, United States",578,5083217,35.83836837639434,-83.57413107977129
2,"Walmart / 768 S Jefferson Ave, Cookeville, TN, United States",657,2642770,36.14501667470524,-85.49692249841145
3,"Walmart / 475 S Davy Crockett Pkwy, Morristown, TN, United States",685,2599581,36.213659874324385,-83.25507056183665
4,"Walmart / 168 Obed Plz, Ste 108, Crossville, TN, United States",687,2591177,35.98330058701588,-85.03565502655488
5,"Walmart / 1001 Over Mountain Dr, Elizabethton, TN, United States",690,2582788,36.349164640872715,-82.24534507858284
6,"Walmart / 3050 Wilma Rudolph Blvd, Clarksville, TN, United States",673,2562228,36.59475699150148,-87.29125587446882
7,"Walmart / 2650 Lake Rd, Dyersburg, TN, United States",677,2524033,36.063314410767,-89.39189459533249
8,"Walmart / 175 Beasley Dr, Dickson, TN, United States",264,2503461,36.05998887456582,-87.38121510386152
9,"Walmart / 2196 Emporium Dr, Jackson, TN, United States",335,2497505,35.668343490678765,-88.85148176818525
10,"Walmart / 4495 Keith St NW, Cleveland, TN, United States",698,2446663,35.20215867005431,-84.8489476085187
11,"Walmart / 1680 Fort Campbell Blvd, Clarksville, TN, United States",1075,2405838,36.58021459756215,-87.4128774692768
12,"Walmart / 3755 E Andrew Johnson Hwy, Greeneville, TN, United States",680,2404240,36.187695631333504,-82.75949751612198
13,"Walmart / 1815 Decatur Pike, Athens, TN, United States",663,2380150,35.45273874998811,-84.63149781186026
14,"Walmart / 8400 US-64, Bartlett, TN, United States",950,2343894,35.207150567994574,-89.78275407091816
15,"Walmart / 3111 Browns Mill Rd, Johnson City, TN, United States",1080,2342845,36.359488938668335,-82.39894902397903
16,"Walmart / 915 N Chancery St, McMinnville, TN, United States",668,2337826,35.698816186422356,-85.78823801088059
17,"Walmart / 8445 US Highway 51 N, Millington, TN, United States",94,2331951,35.35769129368973,-89.89773438027682
18,"Walmart / 7525 Winchester Rd, Memphis, TN, United States",1248,2331195,35.04765385056224,-89.81133710473051
19,"Walmart / 2171 S Highland Ave, Jackson, TN, United States",393,2309184,35.551078927293105,-88.81096502982392
20,"Walmart / 373 S Illinois Ave, Oak Ridge, TN, United States",1194,2289949,36.00874391694093,-84.25317367482651
21,"Walmart / 8445 Walbrook Dr, Knoxville, TN, United States",2065,2286630,35.92635136621581,-84.06279619487427
22,"Walmart / 2500 W Stone Dr, Kingsport, TN, United States",742,2284909,36.5573730359097,-82.60323606082669
23,"Walmart / 1030 Hunters Xing, Alcoa, TN, United States",672,2249177,35.77124722380408,-83.99181934613684
24,"Walmart / 3200 Fort Henry Dr, Kingsport, TN, United States",599,2241090,36.508673004396556,-82.51917447775203
25,"Walmart / 3051 Kinzel Way, Knoxville, TN, United States",2310,2223750,36.03112744233678,-83.86632245676654
26,"Walmart / 577 N Germantown Pkwy, Germantown, TN, United States",2322,2202864,35.140815028085186,-89.79823668623229
27,"Walmart / 2315 Madison St, Clarksville, TN, United States",3495,2202487,36.5093309276355,-87.26913144292978
28,"Walmart / 2200 Brookmeade Dr, Columbia, TN, United States",192,2181544,35.599012145643,-87.05130852335029
29,"Walmart / 2130 N Locust Ave, Lawrenceburg, TN, United States",683,2149602,35.27338574714729,-87.31485090216418
30,"Walmart / 2410 US Highway 411 S, Maryville, TN, United States",4223,2144634,35.714695393310905,-84.01274960983918
31,"Walmart / 1210 Mineral Wells Ave, Paris, TN, United States",177,2133743,36.281075213693974,-88.30803435730014
32,"Walmart / 6727 Raleigh Lagrange Rd., Memphis, TN, United States",6807,2126685,35.176195937199665,-89.83928117240086
33,"Walmart / 6777 S Highway C, Knoxville, TN, United States",1318,2112438,36.00531006308768,-84.02687106131243
34,"Walmart / 5588 Little Debbie Pkwy, Chattanooga, TN, United States",3835,2108339,35.08099629072935,-85.06305059772558
35,"Walmart / 1075 Cosby Hwy, Newport, TN, United States",678,2098599,35.943841181945494,-83.21222127176974
36,"Walmart / 7550 Norris Fwy, Knoxville, TN, United States",1319,2083720,36.08882172801796,-83.93856771113491
37,"Walmart / 547 W Church St, Lexington, TN, United States",684,2046340,35.65450675287517,-88.41163180757775
38,"Walmart / 150 Tanner Ln, Clinton, TN, United States",4635,2039593,36.16972960943891,-84.08695527679663
39,"Walmart / 2020 Gunbarrel Rd, Chattanooga, TN, United States",1469,2025375,35.03004422688429,-85.15310959214165
40,"Walmart / 175 Bell Ln, Savannah, TN, United States",268,2023382,35.2239963687852,-88.21481181584439
41,"Walmart / 3600 Mallory Ln, Franklin, TN, United States",272,2020351,35.939053784600574,-86.81911897717103
42,"Walmart / 1112 Nashville Pike, Gallatin, TN, United States",674,1996291,36.37691840875396,-86.47684906144674
43,"Walmart / 7420 Chapman Hwy, Knoxville, TN, United States",1320,1987877,35.9116590917518,-83.84391176264593
44,"Walmart / 501 Signal Mountain Rd, Chattanooga, TN, United States",3659,1978681,35.09447198288579,-85.33184171554102
45,"Walmart / 2000 Old Fort Pkwy, Murfreesboro, TN, United States",682,1964561,35.85038144852794,-86.42783396236545
46,"Walmart / 204 N Anderson Ln, Hendersonville, TN, United States",1376,1963354,36.32275167392453,-86.59535583357264
47,"Walmart / 2824 Appalachian Hwy, Jacksboro, TN, United States",1466,1961387,36.336167915985314,-84.1787132843267
48,"Walmart / 4331 W Andrew Johnson Hwy, Morristown, TN, United States",6370,1958087,36.19062486294984,-83.35722341008646
49,"Walmart / 2012 Memorial Blvd, Murfreesboro, TN, United States",2757,1938859,35.87834403670851,-86.38279821469074
50,"Walmart / 2915 W Market St, Johnson City, TN, United States",3829,1937133,36.30899408462382,-82.4037988252003
51,"Walmart / 589 W Main St, Algood, TN, United States",5175,1925008,36.185851655414346,-85.45941985537691
52,"Walmart / 134 Courtright Rd, Martin, TN, United States",107,1919451,36.35507457871728,-88.88368096162766
53,"Walmart / 1601 W Reelfoot Ave, Union City, TN, United States",675,1913428,36.41405639599189,-89.08047348440036
54,"Walmart / 2518 Hillsboro Blvd, Manchester, TN, United States",308,1899865,35.452678178669245,-86.04736780943288
55,"Walmart / 5764 TN-153, Hixson, TN, United States",1606,1886688,35.15309156149529,-85.24526970598214
56,"Walmart / 2300 Treasury Dr SE, South Cleveland, TN, United States",5263,1877175,35.125410791284786,-84.86880903843362
57,"Walmart / 615 S Cumberland St, Lebanon, TN, United States",671,1873612,36.191890857419814,-86.29090348004398
58,"Walmart / 5255 Elvis Presley Blvd, Memphis, TN, United States",5196,1867582,35.004937772887516,-90.02776518123258
59,"Walmart / 630 E Broadway Blvd, Jefferson City, TN, United States",724,1843129,36.12883090190157,-83.46780255221577
60,"Walmart / 570 Enon Springs Rd E, Smyrna, TN, United States",406,1828230,35.97091789167046,-86.49588997003934
61,"Walmart / 1880 N Main St, Shelbyville, TN, United States",656,1821896,35.51320005961357,-86.45207717961846
62,"Walmart / 3360 Tom Austin Hwy, Springfield, TN, United States",304,1785169,36.483739705736085,-86.8885221558533
63,"Walmart / 1224 Huntsville Hwy, Fayetteville, TN, United States",314,1781899,35.13671600101599,-86.56447729272006
64,"Walmart / 3035 Hamilton Church Rd, Antioch, TN, United States",5058,1774958,36.06097487770417,-86.62924300459035
65,"Walmart / 15427 S First St, Milan, TN, United States",104,1769249,35.87614105497567,-88.74806732828192
66,"Walmart / 525 Kimball Crossing Dr, Kimball, TN, United States",1089,1765110,35.04044628823382,-85.68155293380954
67,"Walmart / 911 Highway 321 N, Lenoir City, TN, United States",741,1755108,35.82210954475785,-84.26466973574856
68,"Walmart / 560 W Poplar Ave, Collierville, TN, United States",175,1751568,35.0483701934209,-89.6810384045398
69,"Walmart / 3950 Austin Peay Hwy, Memphis, TN, United States",1561,1741820,35.23213461053568,-89.89397149393956
70,"Walmart / 2675 Decherd Blvd, Winchester, TN, United States",735,1736423,35.21779453184635,-86.10419853217003
71,"Walmart / 1102 N Gateway Ave, Rockwood, TN, United States",676,1714201,35.87983410226959,-84.65764494648077
72,"Walmart / 4424 Lebanon Pike, Hermitage, TN, United States",710,1705689,36.21644388421659,-86.60072615225701
73,"Walmart / 220 Century Blvd, Blue Ridge, TN, United States",620,1700211,36.54537081362908,-82.23512736473621
74,"Walmart / 2111 N Jackson St, Tullahoma, TN, United States",667,1685328,35.38982311612721,-86.23996231318746
75,"Walmart / 4331 Highway 66 S, Rogersville, TN, United States",3234,1670380,36.396581450709945,-83.01984852162687
76,"Walmart / 2900 S Rutherford Blvd, Murfreesboro, TN, United States",5057,1664938,35.83148456130128,-86.34629570620801
77,"Walmart / 222 Wilkinson Ln, White House, TN, United States",4483,1664315,36.4731278562947,-86.67770291669065
78,"Walmart / 4525 Highway 411, Madisonville, TN, United States",366,1643884,35.512371715770904,-84.36000565089061
79,"Walmart / 3458 Dickerson Pike, Nashville, TN, United States",4435,1637289,36.244366853599196,-86.76289842624207
80,"Walmart / 2232 Gallatin Pike N, Nashville, TN, United States",695,1618244,36.308850390964075,-86.68626481261968
81,"Walmart / 300 Pleasant Grove Rd, Ste 600, Mount Juliet, TN, United States",4482,1617890,36.178989327999375,-86.51990023313016
82,"Walmart / 10900 Parkside Dr, Farragut, TN, United States",2932,1598199,35.90006249278321,-84.14759183903722
83,"Walmart / 202 Sam Walton Dr, Sparta, TN, United States",587,1592617,35.929104112274274,-85.48989432205964
84,"Walmart / 7044 Charlotte Pike, Nashville, TN, United States",659,1577213,36.13162738508468,-86.90776007950657
85,"Walmart / 1655 W College St, Pulaski, TN, United States",238,1547628,35.20154544682235,-87.0604357353598
86,"Walmart / 3550 Cummings Hwy, Chattanooga, TN, United States",3660,1502560,35.015670896524185,-85.37652657939118
87,"Walmart / 4040 Nolensville Pike, Nashville, TN, United States",3717,1501921,36.08242120355879,-86.72544271528992
88,"Walmart / 628 Highway 51 N, Ripley, TN, United States",97,1499265,35.76078969143543,-89.5431117592388
89,"Walmart / 4959 Main St, Spring Hill, TN, United States",3017,1498891,35.77297844962312,-86.91907686051229
90,"Walmart / 419 Highway 52 Byp W, Lafayette, TN, United States",879,1479382,36.51901231300426,-86.03879205620741
91,"Walmart / 1334 N Ellington Pkwy, Lewisburg, TN, United States",737,1473034,35.4711854462514,-86.79149748313027
92,"Walmart / 19740 Alberta St, Oneida, TN, United States",583,1472715,36.51330115010677,-84.50615007222464
93,"Walmart / 5824 Nolensville Pike, Nashville, TN, United States",688,1468339,36.04187581713814,-86.70905824518267
94,"Walmart / 2716 N Central Ave, Humboldt, TN, United States",120,1453906,35.840802105653914,-88.91178946722425
95,"Walmart / 5511 Murfreesboro Rd, La Vergne, TN, United States",7020,1438382,36.01479206869682,-86.5456153085636
96,"Walmart / 2421 Powell Ave, Nashville, TN, United States",5616,1432842,36.11089407281315,-86.7693559801223
97,"Walmart / 140  Joe B Jackson Pkwy, Murfreesboro, TN, United States",416,1427123,35.77519239269423,-86.3997633915948
98,"Walmart / 3034 Rhea County Hwy, Dayton, TN, United States",619,1415819,35.46040280001708,-85.04391334396487
99,"Walmart / 2200 Hwy 641 S N, Camden, TN, United States",738,1395067,36.08873986663354,-88.10868114884435
100,"Walmart / 935 Highway 11 S, Sweetwater, TN, United States",4166,1393791,35.583446378216784,-84.47545189194031
101,"Walmart / 490 Greenway View Dr, Chattanooga, TN, United States",5251,1391258,35.008388331754574,-85.2051387475441
102,"Walmart / 105 Chickasaw Ridge Dr, Oakland, TN, United States",4533,1312926,35.225920093374825,-89.52237221380486
103,"Walmart / 9334 Dayton Pike, Soddy-Daisy, TN, United States",477,1306721,35.2343072317139,-85.19931053709202
104,"Walmart / 1604 W Market St, Bolivar, TN, United States",466,1276732,35.27990424124736,-89.02466772504586
105,"Walmart / 1017 Mulberry Ave, Selmer, TN, United States",218,1269811,35.139578252076234,-88.57427922906973
106,"Walmart / 1626 Highway 12 N S, Ashland City, TN, United States",1226,1248823,36.24788749265685,-87.03265061812438
107,"Walmart / 1100 S Dupree Ave, Brownsville, TN, United States",64,1193477,35.586730502007875,-89.23812067525567
108,"Walmart / 16773 Rankin Ave, Dunlap, TN, United States",4226,1173044,35.3863483028684,-85.38219506991699
109,"Walmart / 180 Veterans Dr N, Huntingdon, TN, United States",161,1136518,35.99782446398076,-88.43737806278543
110,"Walmart / 539 E Central Ave, Jamestown, TN, United States",1467,1112097,36.426123047021136,-84.92208076631282
111,"Walmart / 612 E Main St, Hohenwald, TN, United States",1115,1070077,35.55727441978481,-87.52868770848468
112,"Walmart / 1 Myers St, Carthage, TN, United States",568,1026578,36.24560322425699,-85.93904698165917
113,"Walmart / 275 Walton Dr, Waverly, TN, United States",390,1013858,36.084343309557255,-87.83259153722081
114,"Walmart / 7100 Hopgood Rd, Fairview, TN, United States",3137,985850,35.962911506124534,-87.14003791912126
115,"Walmart / 515 W Broad St, Smithville, TN, United States",4414,941303,35.954800979242265,-85.82976520175944
116,"Walmart / 110 Rocky Bottom Dr, Unicoi, TN, United States",3852,938307,36.18824612891952,-82.37283476358779
117,"Walmart / 432 S Broad St, New Tazewell, TN, United States",1159,772155,36.43938963922663,-83.60923266499466
