Unnamed: 0,Brand,Store.Number,Street.Address,City,State.Province,Postcode,Longitude,Latitude
461,Starbucks,8274-1165,"3103 PGA Blvd., #L-201 and Kiosk location",Palm Beach Gardens,FL,334102801,-80.09,26.85
462,Starbucks,2894-87003,"11600 US Hwy 1, The Gardens",Palm Beach Gardens,FL,33410,-80.06,26.85
463,Starbucks,9828-98276,"6231 PGA Blvd, Suite 100",Palm Beach Gardens,FL,334184033,-80.13,26.84
464,Starbucks,24719-215365,3036 SW Martin Downs Blvd,Palm City,FL,34990,-80.29,27.17
465,Starbucks,76873-122706,"5100 E Hwy 100, Palm Harbor Shopping Center",Palm Coast,FL,321642365,-81.22,29.48
466,Starbucks,10728-97680,216 Palm Coast Parkway NE,Palm Coast,FL,321378217,-81.21,29.56
467,Starbucks,11682-104303,"30503 US Hwy 19 N, Unit B",Palm Harbor,FL,346844419,-82.74,28.05
468,Starbucks,20077-202885,900 E Lake Rd,Palm Harbor,FL,34685,-82.71,28.06
469,Starbucks,8335-211464,4978 Ridgemoor Blvd.,Palm Harbor,FL,34685,-82.69,28.1
470,Starbucks,11905-104747,7290 SW 168th St.,Palmetto Bay,FL,331574845,-80.31,25.61
471,Starbucks,8732-83810,2296-A Martin Luther King Blvd,Panama City,FL,32405,-85.65,30.19
472,Starbucks,76701-104529,15555 Starfish St,Panama City Beach,FL,324132457,-85.88,30.22
473,Starbucks,11718-102442,"600 Pier Park Dr., Suite 110",Panama City Beach,FL,324132179,-85.87,30.22
474,Starbucks,75946-100144,"14700 Front Beach Road, Shoppes of Parkland",Panama City Beach,FL,324133519,-85.86,30.21
475,Starbucks,8357-10800,7091 N State Road 7,Parkland,FL,330734524,-80.2,26.32
476,Starbucks,76219-93184,11253 Pines Blvd,Pembroke Pines,FL,330264118,-80.3,26.01
477,Starbucks,11345-101764,501 SW 145th Terrace,Pembroke Pines,FL,330271447,-80.34,26.0
478,Starbucks,13828-108023,"9700 Pines Blvd, Pembroke Lakes Mall",Pembroke Pines,FL,330246228,-80.27,26.01
479,Starbucks,11614-103834,"11401 Pines Blvd., 844, Flamingo Falls Town Center",Pembroke Pines,FL,330264117,-80.3,26.01
480,Starbucks,8436-19163,"2026 North Flamingo Road, B12",Pembroke Pines,FL,330283500,-80.31,26.03
481,Starbucks,11344-104461,15810 S. Pines Blvd,Pembroke Pines,FL,33027,-80.36,26.01
482,Starbucks,8542-71640,5040 Bayou Blvd.,Pensacola,FL,325032504,-87.21,30.47
483,Starbucks,70333-138008,2950 South Blue Angel Parkway,Pensacola,FL,325066905,-87.36,30.36
484,Starbucks,75399-103763,"123 Fred Bauer St., Bldg. 630",Pensacola,FL,32508,-87.28,30.35
485,Starbucks,13466-106745,"1701 E. Nine Mile Rd., Cordova Mall",Pensacola,FL,325145729,-87.23,30.53
486,Starbucks,11043-91782,"5100 North 9th Avenue, H818",Pensacola,FL,325048735,-87.21,30.47
487,Starbucks,25842-238006,"10015 N Davis Hwy, 100",Pensacola,FL,32514,-87.22,30.54
488,Starbucks,13876-108432,"2200 W. Nine Mile Rd., Unit B",Pensacola,FL,325349415,-87.31,30.53
489,Starbucks,11615-104850,5145 Bayou Blvd.,Pensacola,FL,325032101,-87.22,30.47
490,Starbucks,18179-182665,1749 E Nine Mile Rd.,Pensacola,FL,32514,-87.22,30.53
491,Starbucks,8392-164645,"12225 S Dixie Hwy, Shoppes of Pine Crest",Pinecrest,FL,331564445,-80.33,25.66
492,Starbucks,8470-23232,"9001 S. Dixie Highway, unit #9055",Pinecrest,FL,331561600,-80.31,25.69
493,Starbucks,9696-97190,7350 US Hwy 19 North,Pinellas Park,FL,337814600,-82.68,27.84
494,Starbucks,29342-252905,7299 Park Blvd.,Pinellas Park,FL,33781,-82.74,27.84
495,Starbucks,76448-97114,7150 US 19 N,Pinellas Park,FL,337814602,-82.68,27.84
496,Starbucks,11254-103276,2701 Thonotosassa Rd.,Plant City,FL,335631456,-82.15,28.03
497,Starbucks,3429-93432,"1891 North Pine Island Road, Plantation Towne Square",Plantation,FL,333225204,-80.27,26.15
498,Starbucks,8368-15653,"6981 W Broward Blvd, Ste 3A, Broward",Plantation,FL,333172917,-80.24,26.12
499,Starbucks,8226-996,"827 Nob Hill Road, Pompano Plaza",Plantation,FL,333241038,-80.29,26.13
500,Starbucks,8476-57419,423 S. Federal Highway,Pompano Beach,FL,330625901,-80.1,26.23
501,Starbucks,8417-30215,1800 N. Federal Highway,Pompano Beach,FL,330621034,-80.1,26.25
502,Starbucks,8509-177984,"2 Fairfield Boulevard, #12",Ponte Vedra,FL,320824621,-81.38,30.19
503,Starbucks,75728-95019,"1000 Pga Tour Blvd, Port Charlotte",Ponte Vedra Beach,FL,320823036,-81.39,30.2
504,Starbucks,11408-105411,"1441 Tamiami TRL, 635",Port Charlotte,FL,339481098,-82.15,27.01
505,Starbucks,76152-89122,1400A Tamiami Trail,Port Charlotte,FL,339481004,-82.14,27.01
506,Starbucks,14313-114584,925 Kings Hwy,Port Charlotte,FL,339804248,-82.05,27.02
507,Starbucks,76108-79280,1771 Dunlawton Ave,Port Orange,FL,321274757,-81.03,29.11
508,Starbucks,17382-171724,1731 Dunlawton Ave #101,Port Orange,FL,32127,-81.03,29.11
509,Starbucks,11409-105351,"9409 US Highway 19, 207",Port Richey,FL,34668,-82.71,28.29
510,Starbucks,2912-91465,1789 NW St. Lucie West Blvd,Port St. Lucie,FL,349862501,-80.41,27.31
511,Starbucks,76791-106134,10720 SW Village Parkway,Port St. Lucie,FL,349872188,-80.43,27.27
512,Starbucks,13829-108665,10716 Big Bend Rd,Riverview,FL,33569,-82.33,27.79
513,Starbucks,76772-108135,"10290 Bloomingdale Ave, Winthrop Town Centre",Riverview,FL,335783659,-82.33,27.9
514,Starbucks,10235-112366,"6042 Winthrop Town Centre Ave., Space 326",Riverview,FL,335784212,-82.32,27.89
515,Starbucks,24221-227666,3715 S US Highway 301,Riverview,FL,33578,-82.35,27.91
516,Starbucks,11907-106878,"3820 Murrell Road, Village of Royal Palm",Rockledge,FL,329554741,-80.72,28.29
517,Starbucks,8431-37760,561 N. State Rd. (US 441),Royal Palm Beach,FL,334113524,-80.2,26.69
518,Starbucks,11255-100617,"11081 Southern Blvd., Bay 100, The Shoppes at Harbour Pointe",Royal Palm Beach,FL,334114251,-80.22,26.68
519,Starbucks,10729-102032,"100 Main St, Anastasia Plaza",Safety Harbor,FL,346953657,-82.69,27.99
520,Starbucks,8484-54459,"1047 A1A Beach Blvd., Suite #18",Saint Augustine,FL,32080,-81.27,29.83
521,Starbucks,11617-104966,"155 Palencia Village Dr., Suite 101",Saint Augustine,FL,320958450,-81.39,30.01
522,Starbucks,13645-107355,105 Fireworks Alley,Saint Augustine,FL,320921750,-81.5,30.06
523,Starbucks,14315-115145,4850 Park St.,Saint Petersburg,FL,337092226,-82.75,27.82
524,Starbucks,14076-112684,8801 4th St N.,Saint Petersburg,FL,337023123,-82.64,27.85
525,Starbucks,9396-94820,"6575 Central Avenue, Tyrone Square Mall",Saint Petersburg,FL,337108412,-82.73,27.77
526,Starbucks,11416-105350,6901 22nd Ave N.,Saint Petersburg,FL,337103943,-82.73,27.79
527,Starbucks,8535-67942,"900 4th Street North, A",Saint Petersburg,FL,33701,-82.64,27.78
528,Starbucks,8440-169484,2186 Tyrone Blvd North,Saint Petersburg,FL,337104024,-82.73,27.79
529,Starbucks,11256-104287,"4946 4th St., N, Space 400",Saint Petersburg,FL,337033835,-82.64,27.82
530,Starbucks,2852-90585,2577 Ulmerton Rd,Saint Petersburg,FL,337623340,-82.67,27.89
531,Starbucks,8353-14110,199 1st Ave. North,Saint Petersburg,FL,337013301,-82.64,27.77
532,Starbucks,27315-241068,1200 Red Cleveland Blvd,Sanford,FL,32773,-81.24,28.78
533,Starbucks,76308-96580,"1201 W P Ball Blvd, Sarasota Square Mall",Sanford,FL,32771,-81.33,28.8
534,Starbucks,11413-105353,"8201 S TAMIAMI TRL, A9",Sarasota,FL,342382966,-82.49,27.23
535,Starbucks,10444-209785,3604 84th Ave Circle East,Sarasota,FL,34243,-82.52,27.39
536,Starbucks,76755-108138,5350 Fruitville Rd,Sarasota,FL,342326401,-82.46,27.34
537,Starbucks,2966-93238,4321 S. Tamiami Trail,Sarasota,FL,342313451,-82.53,27.29
538,Starbucks,8562-73940,5485 University Pkwy,Sarasota,FL,342012012,-82.46,27.39
539,Starbucks,28863-251585,8394 S Tamiami Trail,Sarasota,FL,34238,-82.5,27.23
540,Starbucks,23751-206987,110 University Town Center Dr,Sarasota,FL,34243,-82.45,27.39
541,Starbucks,8629-91462,"1401 First Street, 1020",Sarasota,FL,342365709,-82.54,27.34
542,Starbucks,8435-21421,3571 Bee Ridge Rd,Sarasota,FL,342397234,-82.5,27.3
543,Starbucks,8596-204984,5825 Derek Avenue,Sarasota,FL,34238,-82.48,27.27
544,Starbucks,15716-160148,"3700 Cattleman Rd, Sarasota -  UTC",Sarasota,FL,34232,-82.45,27.3
545,Starbucks,76720-97612,101 N Cattleman Rd,Sarasota,FL,342434700,-82.46,27.39
546,Starbucks,22554-210485,"140 University Town Center Drive, Midtown Plaza Shopping Center",Sarasota,FL,34234,-82.45,27.38
547,Starbucks,8308-7907,1375 South Tamiami Trail,Sarasota,FL,342392210,-82.53,27.32
548,Starbucks,75983-108398,6024 Airport Circle,Sarasota,FL,342432140,-82.55,27.39
549,Starbucks,76215-90932,8401 S Tamiami Trail,Sarasota,FL,342382927,-82.49,27.23
550,Starbucks,8649-93119,"443 John Ringling Blvd, E",Sarasota,FL,342361427,-82.58,27.32
551,Starbucks,8687-94138,5329 Fruitville Rd,Sarasota,FL,342326402,-82.46,27.34
552,Starbucks,13239-104281,1768 US 27 N.,Sebring,FL,338701921,-81.49,27.5
553,Starbucks,26677-244909,"7398 Seminole Blvd., Bardmoor Village",Seminole,FL,33772,-82.79,27.84
554,Starbucks,10021-99441,10801 Starkey Rd,Seminole,FL,337771159,-82.76,27.87
555,Starbucks,8271-1182,"1455 Ocean Drive, Suite 100",South Beach,FL,331394133,-80.13,25.79
556,Starbucks,3862-141144,3101 Aerial Way,Spring Hill,FL,346040629,-82.6,28.5
557,Starbucks,76369-97115,4401 Commercial Way,Spring Hill,FL,346061914,-82.59,28.5
558,Starbucks,24561-227685,2345 S.R. 16,St Augustine,FL,32084,-81.41,29.92
559,Starbucks,75784-95931,333 1st St S,St Petersburg,FL,337014342,-82.63,27.77
560,Starbucks,27891-247865,4108 13th Street,St. Cloud,FL,34769,-81.31,28.25
561,Starbucks,76753-108139,"4450 Park St, Tyrone Square",St. Petersburg,FL,337094020,-82.76,27.81
562,Starbucks,26194-240788,"10195 Bay Pines Blvd, Suite 101",St. Petersburg,FL,33708,-82.78,27.81
563,Starbucks,8864-93473,2537 NW Federal Hwy,Stuart,FL,349949315,-80.27,27.24
564,Starbucks,76770-108133,2650 NW Federal Hwy,Stuart,FL,349949318,-80.27,27.23
565,Starbucks,13610-105966,5932 Southeast Federal Hwy,Stuart,FL,349977850,-80.21,27.13
566,Starbucks,8867-93595,2294 SE Federal Hwy,Stuart,FL,349944554,-80.24,27.18
567,Starbucks,8290-2302,"17100 Collins Avenue, #101",Sunny Isles Beach,FL,331603675,-80.12,25.93
568,Starbucks,13240-106100,"101 NW 136TH Ave, Sawgrass Mills- Regional Mall",Sunrise,FL,333252643,-80.33,26.12
569,Starbucks,8802-82468,"12801 W. Sunrise Blvd, Sawgrass Mills",Sunrise,FL,333234020,-80.32,26.15
570,Starbucks,2750-80620,"13755 West Sunrise Blvd, Building 2",Sunrise,FL,333233211,-80.33,26.15
571,Starbucks,8301-7028,3551 N. University Dr.,Sunrise,FL,333516723,-80.26,26.17
572,Starbucks,19090-195125,9560 Harding Avenue,Surfside,FL,33154,-80.12,25.89
573,Starbucks,9555-94584,3425 Thomasville Road,Tallahassee,FL,323093493,-84.25,30.5
574,Starbucks,76153-90927,2120 Apalachee Pkwy,Tallahassee,FL,323014819,-84.24,30.43
575,Starbucks,21593-211945,110 N WOodward Ave,Tallahassee,FL,32306,-84.3,30.44
576,Starbucks,8804-93689,1703 W Tennessee,Tallahassee,FL,323043436,-84.31,30.45
577,Starbucks,75456-107890,902 - 904 Wildwood Drive,Tallahassee,FL,323048044,-84.3,30.44
578,Starbucks,23514-230844,3844 N. Monroe St.,Tallahassee,FL,32303,-84.33,30.5
579,Starbucks,13569-107656,"2887 Kerry Forest Pkwy., Suite 500, Governor's Square",Tallahassee,FL,323124863,-84.23,30.54
580,Starbucks,11414-105365,"1500 APALACHEE PKWY, 1460",Tallahassee,FL,323013055,-84.25,30.44
581,Starbucks,5096-147004,116 Honors Way,Tallahassee,FL,32306,-84.3,30.44
582,Starbucks,76310-95268,3751 Bradfordville Rd,Tallahassee,FL,323091943,-84.22,30.56
583,Starbucks,24562-223704,"222 S Magnolia Drive, Suite 101",Tallahassee,FL,32301,-84.26,30.44
584,Starbucks,8552-75465,2264-1 North Monroe Street,Tallahassee,FL,323034789,-84.29,30.47
585,Starbucks,22769-217408,608 W. Tennesee Street,Tallahassee,FL,32304,-84.29,30.44
586,Starbucks,11348-104968,"3551 Blairstone Rd., S",Tallahassee,FL,323018826,-84.24,30.4
587,Starbucks,8538-67943,3409 Bay to Bay Blvd.,Tampa,FL,336297042,-82.5,27.92
588,Starbucks,27628-236910,"1501 E. Fowler Ave., International Plaza",Tampa,FL,33612,-82.44,28.05
589,Starbucks,29545-252805,4100 George J Bean Pkwy,Tampa,FL,33607,-82.54,27.97
590,Starbucks,15732-158664,10002 N. Dale Mabry Hwy,Tampa,FL,33618,-82.51,28.04
591,Starbucks,76807-108137,11627 W Hillsborough Ave,Tampa,FL,336359736,-82.61,28.02
592,Starbucks,20663-200072,"211 North Tampa Str, Citrus Park Mall",Tampa,FL,33602,-82.46,27.95
593,Starbucks,8485-57681,401 South Dale Mabry highway,Tampa,FL,336092820,-82.51,27.94
594,Starbucks,20080-202872,15240 N. Dale Mabry Hwy,Tampa,FL,33618,-82.5,28.09
595,Starbucks,24253-217326,2720 W. Dr. Martin Luther King Blvd.,Tampa,FL,33607,-82.49,27.98
596,Starbucks,47438-252406,4100 George J Bean Pkwy,Tampa,FL,33607,-82.54,27.97
597,Starbucks,21217-197264,13210 Bruce B Downs Blvd,Tampa,FL,33612,-82.43,28.07
598,Starbucks,29471-252804,4100 George J Bean Pkwy,Tampa,FL,33607,-82.54,27.97
599,Starbucks,75234-73821,"1 Tampa General Circle, Davis Island",Tampa,FL,336063571,-82.46,27.94
600,Starbucks,14316-104302,1600 W Kennedy Blvd,Tampa,FL,336061845,-82.48,27.94
601,Starbucks,25468-239189,"2013 N. Dale Mabry, West Park Village Town Center",Tampa,FL,33607,-82.51,27.96
602,Starbucks,8457-46799,"10118 Montague Blvd., Suite #18",Tampa,FL,33626,-82.6,28.04
603,Starbucks,10065-98748,3619 West Gandy Blvd,Tampa,FL,336112607,-82.5,27.89
604,Starbucks,8295-3088,715 South Howard St,Tampa,FL,336062468,-82.48,27.94
605,Starbucks,75904-97613,513 S Florida Ave,Tampa,FL,336025419,-82.46,27.94
606,Starbucks,8384-19164,225 Westshore Plaza,Tampa,FL,336091810,-82.53,27.95
607,Starbucks,8312-5448,1508 North Westshore Blvd.,Tampa,FL,336074506,-82.52,27.96
608,Starbucks,76401-95750,1544 N Dale Mabry Hwy,Tampa,FL,336072551,-82.51,27.96
609,Starbucks,8593-87963,"7968 Citrus Park Town Ctr Mall, The Hidden River Collection",Tampa,FL,336253179,-82.58,28.07
610,Starbucks,8514-62705,"8229 Parkedge Drive, AMC Veteran 24",Tampa,FL,336371101,-82.37,28.07
611,Starbucks,8437-15873,9222 Anderson Road,Tampa,FL,33634,-82.54,28.03
612,Starbucks,75813-96830,7627 W Courtney Campbell Causeway,Tampa,FL,336071431,-82.57,27.97
613,Starbucks,8299-3089,5006 E Fowler,Tampa,FL,336172146,-82.4,28.05
614,Starbucks,29630-252407,4100 George J Bean Pkwy,Tampa,FL,33607,-82.54,27.97
615,Starbucks,9737-96123,"502 E. Hillsborough Avenue, Town Square Shopping Center",Tampa,FL,336047042,-82.45,28.0
616,Starbucks,8428-28454,118 South Westshore Blvd,Tampa,FL,336092539,-82.52,27.94
617,Starbucks,10025-98747,12998 Race Track Rd,Tampa,FL,336261305,-82.63,28.07
618,Starbucks,76754-108136,6295 W  Waters Ave,Tampa,FL,336341100,-82.55,28.03
619,Starbucks,75205-92860,"4202 E Fowler Ave, International Plaza",Tampa,FL,336209998,-82.41,28.05
620,Starbucks,8458-17095,"2223 N. Westshore Blvd., K-100",Tampa,FL,336071411,-82.52,27.96
621,Starbucks,8456-38739,17525 Preserve Walk Lane,Tampa,FL,336473244,-82.37,28.13
622,Starbucks,47490-252405,4100 George J Bean Pkwy,Tampa,FL,33607,-82.54,27.97
623,Starbucks,8277-1716,"14394 N. Dale Mabry Hwy., Ste. 10",Tampa,FL,336182018,-82.51,28.08
624,Starbucks,3787-138044,"4202 E Fowler Ave, AXA0094",Tampa,FL,336209998,-82.41,28.05
625,Starbucks,8117-95190,8602 Hillsborough Ave,Tampa,FL,336153811,-82.58,28.0
626,Starbucks,24501-217604,820 West North A St,Tampa,FL,33606,-82.47,27.94
627,Starbucks,3482-90583,40908 US Highway 19 North,Tarpon Springs,FL,346895446,-82.74,28.14
628,Starbucks,8949-94106,966 Old Mill Run,The Villages,FL,321621675,-81.97,28.91
629,Starbucks,76793-108132,3055 Columbia Blvd,Titusville,FL,327807865,-80.84,28.55
630,Starbucks,27801-247008,3570 Cheney Highway,Titusville,FL,32780,-80.85,28.55
631,Starbucks,2816-85943,15951 Sheridan St,Town of Southwest Ranches,FL,333313491,-80.36,26.03
632,Starbucks,2967-240785,"2914 Little Road, A",Trinity,FL,34655,-82.67,28.2
633,Starbucks,76665-99836,"4271 S Tamiami Trail, Sivertsen Commercial Bldg.",Venice,FL,342935131,-82.39,27.05
634,Starbucks,9976-96246,1500 US Hwy 41 By-Pass South,Venice,FL,34293,-82.43,27.08
635,Starbucks,11117-103541,"6280 20th Street, Suite A",Vero Beach,FL,329667675,-80.46,27.64
636,Starbucks,10023-89562,1235 US Hwy 1,Vero Beach,FL,329605729,-80.39,27.62
637,Starbucks,76566-101465,5800 20th St,Vero Beach,FL,329661017,-80.45,27.64
638,Starbucks,76247-79330,8455 N Wickham Rd,Viera,FL,329406607,-80.72,28.23
639,Starbucks,10591-101305,"12840 West Forest Hills Blvd, Shoppes of Wellington Green",Wellington,FL,334144708,-80.25,26.67
640,Starbucks,8432-19319,10580 Forest Hill Blvd.,Wellington,FL,33414,-80.21,26.65
641,Starbucks,76715-97107,"5900 State Rd 7, The Mall at Wellington Green",Wellington,FL,334495404,-80.2,26.59
642,Starbucks,8387-10801,"10300 W Forrest Hill Blvd, #126",Wellington,FL,334143122,-80.21,26.65
643,Starbucks,13497-105286,1800 Bruce B Downs Blvd.,Wesley Chapel,FL,335448632,-82.35,28.18
644,Starbucks,72660-64959,1201 County Road 581,Wesley Chapel,FL,33543,-82.36,28.17
645,Starbucks,3864-141145,4305 Norfolk Parkway Ste 103,West Melbourne,FL,329048604,-80.67,28.04
646,Starbucks,8807-91806,"1675 W. New Haven, Wellington Greene",West Melbourne,FL,329043907,-80.65,28.08
647,Starbucks,72433-5017,"Palm Beach Int'l Airport, Bldg 1000 Suite 124",West Palm Beach,FL,33406,-80.09,26.69
648,Starbucks,75706-94077,"Belvedere Rd., Bldg 1000, Ste 124",West Palm Beach,FL,33406,-80.09,26.66
649,Starbucks,76248-95029,10155 Okeechobee Blvd,West Palm Beach,FL,334111404,-80.2,26.71
650,Starbucks,14230-108984,1870 Okeechobee Blvd,West Palm Beach,FL,334094123,-80.08,26.71
651,Starbucks,8283-1909,"600 S. Rosemary Ave., 140",West Palm Beach,FL,334016314,-80.06,26.71
652,Starbucks,8258-1536,226 Clematis St.,West Palm Beach,FL,334015513,-80.05,26.71
653,Starbucks,5092-145254,1760 Palm Beach Lakes Blvd,West Palm Beach,FL,334012082,-80.09,26.72
654,Starbucks,22553-211424,"1815 Palm Beach Lakes Boulevard, 5, Palm Beach Int'l Airport",West Palm Beach,FL,33401,-80.09,26.72
655,Starbucks,72434-4617,"Palm Beach Int'l Airport, Bldg 1000, Suite 124",West Palm Beach,FL,33406,-80.09,26.69
656,Starbucks,8380-12122,"1739 Main St, Weston Lakes Plaza",Weston,FL,333263668,-80.38,26.1
657,Starbucks,8236-995,310 Indian Trace Road,Weston,FL,333262996,-80.39,26.12
658,Starbucks,8576-82240,4503 Weston Road,Weston,FL,333313139,-80.36,26.07
659,Starbucks,11908-102044,1015 NE 26th St,Wilton Manors,FL,333051243,-80.13,26.16
660,Starbucks,76819-111304,3343 Daniels Rd,Winter Garden,FL,347877009,-81.6,28.52
661,Starbucks,13877-105103,"3310 Daniels Rd, Suite 114",Winter Garden,FL,347877020,-81.59,28.52
662,Starbucks,18418-179224,131 Landings BLVD,Winter Haven,FL,33880,-81.73,28.0
663,Starbucks,76399-96269,3770 N Goldenrod Rd,Winter Park,FL,327928832,-81.29,28.6
664,Starbucks,8586-221545,2519 Aloma Ave,Winter Park,FL,32792,-81.32,28.6
665,Starbucks,8343-14231,400 Park Avenue,Winter Park,FL,327894352,-81.35,28.59
666,Starbucks,49413-266013,440 N. ORLANDO AVE.,WINTER PARK,FL,32789,-81.37,28.6
667,Starbucks,10362-97313,"7420 University Blvd, Winter Park Village",Winter Park,FL,327928881,-81.29,28.6
668,Starbucks,8284-185364,600 N Orlando Ave,Winter Park,FL,327892916,-81.36,28.6
669,Starbucks,8279-1244,1400 Tuskawilla Road,Winter Springs,FL,32708,-81.27,28.65
670,Starbucks,76599-98120,463737 State Rd 200,Yulee,FL,320978652,-81.56,30.63
671,Starbucks,10824-102587,463749 SR 200,Yulee,FL,32097,-81.55,30.63
1,Starbucks,3509-142865,2055 Airport Hwy,Alcoa,TN,377013316,-83.99,35.81
2,Starbucks,11293-104144,121 Cusick Rd,Alcoa,TN,377013125,-83.98,35.81
3,Starbucks,8928-95178,5253 Hickory Hollow Pkwy,Antioch,TN,370133003,-86.66,36.05
4,Starbucks,18985-190184,"917 Decatur Pike, Stage Centre",Athens,TN,37303,-84.61,35.45
5,Starbucks,8402-13859,2955 Kirby-Whitten Pkwy,Bartlett,TN,38134,-89.84,35.21
6,Starbucks,8444-27050,8121 Highway 100,Bellevue,TN,372214213,-86.96,36.04
7,Starbucks,76417-95742,780 Old Hickory Blvd,Brentwood,TN,370274527,-86.78,36.04
8,Starbucks,11203-103818,"6680 Nolensville Road, Lot 3/ Mill Towne Center",Brentwood,TN,370278803,-86.69,36.0
9,Starbucks,9778-97231,198 Westpark Drive,Brentwood,TN,370275003,-86.8,36.04
10,Starbucks,8338-7609,269 Franklin Road,Brentwood,TN,370275214,-86.79,36.03
11,Starbucks,3839-147944,615 McCallie Ave,Chattanooga,TN,37403,-85.3,35.05
12,Starbucks,75646-87982,827 Broad St,Chattanooga,TN,374022622,-85.31,35.05
13,Starbucks,2870-92742,1951 Gunbarrel Rd,Chattanooga,TN,374213106,-85.16,35.03
14,Starbucks,11818-105040,2217 Hamilton Place Blvd,Chattanooga,TN,374216005,-85.16,35.04
15,Starbucks,75182-82497,975 East 3rd Street,Chattanooga,TN,374032147,-85.29,35.05
16,Starbucks,11069-103668,"5610 Brainerd Rd, Hamilton Place",Chattanooga,TN,374115310,-85.21,35.01
